ISO,Spool,Subsystem,Test Pack,Pressure,Hydro Group,Module,Assembly,LF,Size,Conn,EHT,Insul,Stage
R01-PA-574-WW-042-05,R01-PA-574-WW-042-05-1,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 06,In-Rack,20.01,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-05,R01-PA-574-WW-042-05-2,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 05,In-Rack,39.98,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-05,R01-PA-574-WW-042-05-3,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 05,In-Rack,40.03,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-06,R01-PA-574-WW-042-06-1,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 07,In-Rack,19.94,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-06,R01-PA-574-WW-042-06-2,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 06,In-Rack,40.06,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-06,R01-PA-574-WW-042-06-3,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 06,In-Rack,39.98,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-07,R01-PA-574-WW-042-07-1,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 08,In-Rack,20.04,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-07,R01-PA-574-WW-042-07-2,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 07,In-Rack,39.95,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-07,R01-PA-574-WW-042-07-3,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 07,In-Rack,40.06,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-08,R01-PA-574-WW-042-08-1,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 09,In-Rack,19.94,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-08,R01-PA-574-WW-042-08-2,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 08,In-Rack,40.06,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-08,R01-PA-574-WW-042-08-3,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 08,In-Rack,39.95,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-09,R01-PA-574-WW-042-09-1,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 09,In-Rack,31.18,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-09,R01-PA-574-WW-042-09-2,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 09,In-Rack,23.81,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-09,R01-PA-574-WW-042-09-3,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 09,In-Rack,40.06,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-10,R01-PA-574-WW-042-10-1,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 10,In-Rack,19.97,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-10,R01-PA-574-WW-042-10-2,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 10,In-Rack,40.03,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-10,R01-PA-574-WW-042-10-3,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 10,In-Rack,39.98,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-10,R01-PA-574-WW-042-10-4,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 09,In-Rack,20.89,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-10,R01-PA-574-WW-042-10-5,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 09,In-Rack,25.97,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-10,R01-PA-574-WW-042-10-6,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 09,In-Rack,21.84,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-11,R01-PA-574-WW-042-11-1,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 12,In-Rack,20.04,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-11,R01-PA-574-WW-042-11-2,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 11,In-Rack,39.98,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-11,R01-PA-574-WW-042-11-3,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 11,In-Rack,35.8,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-12,R01-PA-574-WW-042-12-1,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 13,In-Rack,19.94,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-12,R01-PA-574-WW-042-12-2,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 12,In-Rack,40.06,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-12,R01-PA-574-WW-042-12-3,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 12,In-Rack,39.95,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-13,R01-PA-574-WW-042-13-1,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 14,In-Rack,20.01,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-13,R01-PA-574-WW-042-13-2,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 13,In-Rack,39.98,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-13,R01-PA-574-WW-042-13-3,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 13,In-Rack,40.06,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-14,R01-PA-574-WW-042-14-1,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 14,In-Rack,20.04,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-14,R01-PA-574-WW-042-14-2,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 14,In-Rack,39.95,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-14,R01-PA-574-WW-042-14-3,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 14,In-Rack,39.98,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-15,R01-PA-574-WW-042-15-1,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 16,In-Rack,25.18,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-15,R01-PA-574-WW-042-15-2,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 16,In-Rack,15.08,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-15,R01-PA-574-WW-042-15-3,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 15,In-Rack,16.48,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-15,R01-PA-574-WW-042-15-4,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 15,In-Rack,37.47,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-15,R01-PA-574-WW-042-15-5,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 15,In-Rack,34.52,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-16,R01-PA-574-WW-042-16-1,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 17,In-Rack,19.94,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-16,R01-PA-574-WW-042-16-2,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 17,In-Rack,40.06,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-16,R01-PA-574-WW-042-16-3,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 16,In-Rack,16.5,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-16,R01-PA-574-WW-042-16-4,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 16,In-Rack,14.44,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-16,R01-PA-574-WW-042-16-5,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 16,In-Rack,40.03,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-16,R01-PA-574-WW-042-16-6,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 16,In-Rack,20,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-17,R01-PA-574-WW-042-17-1,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 18,In-Rack,24.39,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-17,R01-PA-574-WW-042-17-2,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 18,In-Rack,16.49,8,Weld,NO,NO,INSTALL
R01-PA-574-WW-042-17,R01-PA-574-WW-042-17-3,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 18,In-Rack,39.95,8,Weld,NO,NO,INSTALL
R01-PA-574-WW-042-17,R01-PA-574-WW-042-17-4,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 17,In-Rack,40.06,8,Weld,NO,NO,INSTALL
R01-PA-574-WW-042-18,R01-PA-574-WW-042-18-1,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 19,In-Rack,40,16,Weld,NO,NO,INSTALL
R01-PA-574-WW-042-18,R01-PA-574-WW-042-18-2,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 19,In-Rack,39.07,16,Weld,NO,NO,INSTALL
R01-PA-574-WW-042-18,R01-PA-574-WW-042-18-3,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 18,In-Rack,22.28,16,Weld,NO,NO,INSTALL
R01-PA-574-WW-042-18,R01-PA-574-WW-042-18-4,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 18,In-Rack,24.32,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-18,R01-PA-574-WW-042-18-5,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 18,In-Rack,20.49,8,Weld,NO,NO,PRE
R01-PA-574-WW-042-19,R01-PA-574-WW-042-19-1,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 20,In-Rack,39.98,6,Weld,NO,NO,INSTALL
R01-PA-574-WW-042-19,R01-PA-574-WW-042-19-2,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 20,In-Rack,23.01,6,Weld,NO,NO,INSTALL
R01-PA-574-WW-042-19,R01-PA-574-WW-042-19-3,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 19,In-Rack,21.9,6,Weld,NO,NO,INSTALL
R01-PA-574-WW-042-20,R01-PA-574-WW-042-20-1,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 21,In-Rack,19.97,8,Weld,NO,NO,HYDRO
R01-PA-574-WW-042-20,R01-PA-574-WW-042-20-2,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 21,In-Rack,40.03,8,Weld,NO,NO,HYDRO
R01-PA-574-WW-042-20,R01-PA-574-WW-042-20-3,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 20,In-Rack,41.98,8,Weld,NO,NO,HYDRO
R01-PA-574-WW-042-21,R01-PA-574-WW-042-21-1,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 22,In-Rack,20.01,8,Weld,NO,NO,HYDRO
R01-PA-574-WW-042-21,R01-PA-574-WW-042-21-2,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 22,In-Rack,39.98,8,Weld,NO,NO,HYDRO
R01-PA-574-WW-042-21,R01-PA-574-WW-042-21-3,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 21,In-Rack,40.03,8,Weld,NO,NO,HYDRO
R01-PA-574-WW-042-22,R01-PA-574-WW-042-22-1,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 23,In-Rack,20.01,8,Weld,NO,NO,HYDRO
R01-PA-574-WW-042-22,R01-PA-574-WW-042-22-2,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 23,In-Rack,40.82,8,Weld,NO,NO,HYDRO
R01-PA-574-WW-042-22,R01-PA-574-WW-042-22-3,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 22,In-Rack,39.98,8,Weld,NO,NO,HYDRO
R01-PA-574-WW-042-23,R01-PA-574-WW-042-23-1,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 24,In-Rack,20.04,8,Weld,NO,NO,HYDRO
R01-PA-574-WW-042-23,R01-PA-574-WW-042-23-2,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 24,In-Rack,39.95,8,Weld,NO,NO,HYDRO
R01-PA-574-WW-042-23,R01-PA-574-WW-042-23-3,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 23,In-Rack,40.06,8,Weld,NO,NO,HYDRO
R01-PA-574-WW-042-24,R01-PA-574-WW-042-24-1,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 25,In-Rack,20.04,8,Weld,NO,NO,HYDRO
R01-PA-574-WW-042-24,R01-PA-574-WW-042-24-2,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 25,In-Rack,39.95,8,Weld,NO,NO,HYDRO
R01-PA-574-WW-042-24,R01-PA-574-WW-042-24-3,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 24,In-Rack,40.82,8,Weld,NO,NO,HYDRO
R01-PA-574-WW-042-25,R01-PA-574-WW-042-25-1,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 26,In-Rack,20.01,8,Weld,NO,NO,HYDRO
R01-PA-574-WW-042-25,R01-PA-574-WW-042-25-2,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 26,In-Rack,40.06,8,Weld,NO,NO,HYDRO
R01-PA-574-WW-042-25,R01-PA-574-WW-042-25-3,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 25,In-Rack,39.95,8,Weld,NO,NO,HYDRO
R01-PA-574-WW-042-26,R01-PA-574-WW-042-26-1,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 27,In-Rack,35.97,8,Weld,NO,NO,HYDRO
R01-PA-574-WW-042-26,R01-PA-574-WW-042-26-2,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 27,In-Rack,24.02,8,Weld,NO,NO,HYDRO
R01-PA-574-WW-042-26,R01-PA-574-WW-042-26-3,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 26,In-Rack,39.98,8,Weld,NO,NO,HYDRO
R01-PA-574-WW-042-27,R01-PA-574-WW-042-27-1,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 28,In-Rack,39.96,8,Weld,NO,NO,HYDRO
R01-PA-574-WW-042-27,R01-PA-574-WW-042-27-2,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 28,In-Rack,29.27,8,Weld,NO,NO,HYDRO
R01-PA-574-WW-042-27,R01-PA-574-WW-042-27-3,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 27,In-Rack,39.98,8,Weld,NO,NO,HYDRO
R01-PA-574-WW-042-28,R01-PA-574-WW-042-28-1,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,No Module,In-Rack,40.06,8,Weld,NO,NO,HYDRO
R01-PA-574-WW-042-28,R01-PA-574-WW-042-28-2,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,No Module,In-Rack,39.98,8,Weld,NO,NO,HYDRO
R01-PA-574-WW-042-28,R01-PA-574-WW-042-28-3,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 28,In-Rack,39.95,8,Weld,NO,NO,HYDRO
R01-PA-574-WW-042-28,R01-PA-574-WW-042-28-4,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 28,In-Rack,40.06,8,Weld,NO,NO,HYDRO
R01-PA-574-WW-043-01,R01-PA-574-WW-043-01-1,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 11,In-Rack,11.7,1,Lokring,YES,NO,PRE
R01-PA-574-WW-043-01,R01-PA-574-WW-043-01-2,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 11,In-Rack,2.45,1,Lokring,YES,NO,PRE
R01-PA-574-WW-043-02,R01-PA-574-WW-043-02-1,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 11,In-Rack,10.86,1,Weld,YES,NO,PRE
R01-PA-574-WW-044-01,R01-PA-574-WW-044-01-1,05.01-WW1,TP-05.01-WW1-002,450 PSIG,BULK TEST 2,Module 21,In-Rack,9.29,6,Weld,NO,NO,HYDRO
R01-PA-590-BS-0136-01,R01-PA-590-BS-0136-01-1,23.01-HP,TP-23.01-HP-004,450 PSIG,BULK TEST 5,Module 28,In-Rack,2.39,1,Weld,YES,YES,HYDRO
R01-PA-590-BS-0137-01,R01-PA-590-BS-0137-01-2,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 28,In-Rack,10.18,1,Weld,YES,YES,HYDRO
R01-PA-590-BS-091-01,R01-PA-590-BS-091-01-1,19.01-C16,TP-19.01-C16-006,450 PSIG,BULK TEST 5,Module 28,In-Rack,1.73,4,Weld,YES,YES,HYDRO
R01-PA-590-BS-091-02,R01-PA-590-BS-091-02-1,19.01-C16,TP-19.01-C16-006,450 PSIG,BULK TEST 5,Module 27,In-Rack,8.62,4,Weld,YES,YES,HYDRO
R01-PA-590-BS-096-01,R01-PA-590-BS-096-01-1,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 01,In-Rack,10.76,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-01,R01-PA-590-BS-096-01-2,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 01,In-Rack,39.98,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-01,R01-PA-590-BS-096-01-3,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 01,In-Rack,39.98,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-01,R01-PA-590-BS-096-01-4,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 01,In-Rack,0.54,0.75,Weld,YES,YES,PRE
R01-PA-590-BS-096-02,R01-PA-590-BS-096-02-1,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 03,In-Rack,20.01,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-02,R01-PA-590-BS-096-02-2,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 02,In-Rack,39.98,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-02,R01-PA-590-BS-096-02-3,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 02,In-Rack,13.61,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-02,R01-PA-590-BS-096-02-4,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 02,In-Rack,34.92,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-02,R01-PA-590-BS-096-02-5,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 02,In-Rack,27.93,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-03,R01-PA-590-BS-096-03-1,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 05,In-Rack,20.04,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-03,R01-PA-590-BS-096-03-2,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 04,In-Rack,39.95,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-03,R01-PA-590-BS-096-03-3,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 04,In-Rack,39.98,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-03,R01-PA-590-BS-096-03-4,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 04,In-Rack,20.01,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-03,R01-PA-590-BS-096-03-5,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 03,In-Rack,40.06,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-03,R01-PA-590-BS-096-03-6,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,No Module,In-Rack,39.98,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-04,R01-PA-590-BS-096-04-1,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 06,In-Rack,19.94,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-04,R01-PA-590-BS-096-04-2,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 05,In-Rack,30.55,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-04,R01-PA-590-BS-096-04-3,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 05,In-Rack,44.18,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-04,R01-PA-590-BS-096-04-4,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 05,In-Rack,10.36,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-04,R01-PA-590-BS-096-04-5,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 05,In-Rack,39.95,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-05,R01-PA-590-BS-096-05-1,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 08,In-Rack,19.97,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-05,R01-PA-590-BS-096-05-2,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 07,In-Rack,40.03,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-05,R01-PA-590-BS-096-05-3,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 07,In-Rack,39.98,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-05,R01-PA-590-BS-096-05-4,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 07,In-Rack,20.01,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-05,R01-PA-590-BS-096-05-5,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 06,In-Rack,39.98,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-05,R01-PA-590-BS-096-05-6,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 06,In-Rack,40.06,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-06,R01-PA-590-BS-096-06-1,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 09,In-Rack,25.9,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-06,R01-PA-590-BS-096-06-2,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 09,In-Rack,40.37,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-06,R01-PA-590-BS-096-06-3,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 09,In-Rack,35.32,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-06,R01-PA-590-BS-096-06-4,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 09,In-Rack,39.98,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-06,R01-PA-590-BS-096-06-5,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 09,In-Rack,20.01,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-06,R01-PA-590-BS-096-06-6,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 08,In-Rack,39.98,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-06,R01-PA-590-BS-096-06-7,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 08,In-Rack,40.03,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-07,R01-PA-590-BS-096-07-1,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 12,In-Rack,19.97,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-07,R01-PA-590-BS-096-07-2,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 11,In-Rack,40.06,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-07,R01-PA-590-BS-096-07-3,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 11,In-Rack,39.95,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-07,R01-PA-590-BS-096-07-4,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 10,In-Rack,20.04,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-07,R01-PA-590-BS-096-07-5,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 10,In-Rack,39.95,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-07,R01-PA-590-BS-096-07-6,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 10,In-Rack,40.06,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-08,R01-PA-590-BS-096-08-1,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 14,In-Rack,20.04,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-08,R01-PA-590-BS-096-08-2,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 13,In-Rack,18.31,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-08,R01-PA-590-BS-096-08-3,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 13,In-Rack,8.81,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-08,R01-PA-590-BS-096-08-4,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 13,In-Rack,15.32,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-08,R01-PA-590-BS-096-08-5,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 13,In-Rack,35.04,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-08,R01-PA-590-BS-096-08-6,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 13,In-Rack,39.98,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-08,R01-PA-590-BS-096-08-7,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 13,In-Rack,20.01,4,Weld,YES,YES,PRE
R01-PA-590-BS-096-08,R01-PA-590-BS-096-08-8,23.01-HP,TP-23.01-HP-002,450 PSIG,BULK TEST 1,Module 12,In-Rack,39.98,4,Weld,YES,YES,PRE
